timestamp,entry_date,entry_meal,user_id,food_id
2017-11-21T00:00:11.117Z,2017-11-21,Dinner,588,42926
2017-11-21T00:00:18.056Z,2017-11-21,Dinner,874,617
2017-11-21T00:00:54.301Z,2017-11-21,Dinner,248,47680
2017-11-21T00:02:02.960Z,2017-11-21,Breakfast,504,6680
2017-11-21T00:02:04.582Z,2017-11-21,Breakfast,524,47669
2017-11-21T00:02:08.982Z,2017-11-21,Lunch,987,31679
2017-11-21T00:02:17.145Z,2017-11-22,Snack,410,12784
2017-11-21T00:02:23.429Z,2017-11-21,Breakfast,79,40312
2017-11-21T00:02:44.284Z,2017-11-21,Lunch,167,23110
2017-11-21T00:02:51.593Z,2017-11-21,Breakfast,793,31667
2017-11-21T00:05:35.267Z,2017-11-19,Dinner,8,29378
2017-11-21T00:05:50.533Z,2017-11-21,Lunch,172,40891
2017-11-21T00:06:06.845Z,2017-11-21,Dinner,22,5916
2017-11-21T00:06:42.604Z,2017-11-21,Lunch,918,5207
2017-11-21T00:07:08.398Z,2017-11-21,Lunch,747,45465
2017-11-21T00:07:09.267Z,2017-11-21,Snack,689,27750
2017-11-21T00:07:18.892Z,2017-11-21,Lunch,522,31869
2017-11-21T00:07:47.913Z,2017-11-21,Breakfast,983,30917
2017-11-21T00:08:46.243Z,2017-11-21,Breakfast,631,9684
2017-11-21T00:08:55.961Z,2017-11-20,Lunch,292,13603
2017-11-21T00:08:59.855Z,2017-11-21,Dinner,121,33220
2017-11-21T00:09:02.381Z,2017-11-20,Dinner,736,46325
2017-11-21T00:09:05.998Z,2017-11-20,Lunch,332,35697
2017-11-21T00:09:54.498Z,2017-11-21,Breakfast,29,43108
2017-11-21T00:10:20.829Z,2017-11-21,Snack,10,11375
2017-11-21T00:10:24.262Z,2017-11-21,Breakfast,435,6017
2017-11-21T00:10:29.997Z,2017-11-21,Lunch,248,106
2017-11-21T00:12:05.678Z,2017-11-21,Lunch,795,15661
2017-11-21T00:12:58.842Z,2017-11-21,Lunch,867,30300
2017-11-21T00:13:14.668Z,2017-11-20,Snack,148,10841
2017-11-21T00:13:39.394Z,2017-11-21,Snack,381,45590
2017-11-21T00:14:30.325Z,2017-11-22,Dinner,503,28721
2017-11-21T00:14:38.874Z,2017-11-21,Breakfast,544,48720
2017-11-21T00:14:44.530Z,2017-11-21,Lunch,423,34839
2017-11-21T00:15:30.863Z,2017-11-20,Dinner,549,17297
2017-11-21T00:15:50.506Z,2017-11-21,Dinner,202,39898
2017-11-21T00:15:58.969Z,2017-11-21,Dinner,549,27894
2017-11-21T00:16:51.875Z,2017-11-21,Lunch,465,11284
2017-11-21T00:17:07.176Z,2017-11-21,Breakfast,33,5042
2017-11-21T00:17:16.170Z,2017-11-21,Snack,915,49798
2017-11-21T00:17:28.301Z,2017-11-21,Breakfast,336,10265
2017-11-21T00:17:50.643Z,2017-11-21,Snack,793,23848
2017-11-21T00:18:09.541Z,2017-11-21,Dinner,58,45054
