timestamp,entry_date,entry_meal,user_id,food_id
2017-06-26T00:01:13.141Z,2017-06-26,Snack,356,22677
2017-06-26T00:01:57.290Z,2017-06-27,Lunch,697,18072
2017-06-26T00:02:30.088Z,2017-06-27,Dinner,915,29796
2017-06-26T00:02:41.931Z,2017-06-26,Dinner,326,18596
2017-06-26T00:03:06.629Z,2017-06-26,Dinner,220,14117
2017-06-26T00:03:24.145Z,2017-06-26,Lunch,454,49894
2017-06-26T00:03:57.749Z,2017-06-26,Lunch,934,39864
2017-06-26T00:04:53.376Z,2017-06-26,Breakfast,68,4872
2017-06-26T00:05:34.494Z,2017-06-25,Breakfast,869,1510
2017-06-26T00:08:15.090Z,2017-06-26,Dinner,809,12032
2017-06-26T00:08:19.067Z,2017-06-26,Dinner,597,18565
2017-06-26T00:10:06.686Z,2017-06-26,Lunch,735,19148
2017-06-26T00:10:17.994Z,2017-06-26,Dinner,433,11387
2017-06-26T00:10:22.954Z,2017-06-26,Lunch,255,29126
2017-06-26T00:12:00.179Z,2017-06-26,Dinner,150,13783
2017-06-26T00:13:16.626Z,2017-06-26,Snack,686,12470
2017-06-26T00:13:46.031Z,2017-06-26,Breakfast,73,49162
2017-06-26T00:13:46.324Z,2017-06-26,Breakfast,708,6024
2017-06-26T00:14:02.436Z,2017-06-26,Breakfast,420,44479
2017-06-26T00:14:06.044Z,2017-06-26,Lunch,658,17576
2017-06-26T00:14:34.743Z,2017-06-26,Dinner,213,14864
2017-06-26T00:14:42.609Z,2017-06-26,Snack,585,49524
2017-06-26T00:14:50.660Z,2017-06-26,Breakfast,404,24826
2017-06-26T00:14:53.901Z,2017-06-26,Breakfast,340,46574
2017-06-26T00:14:58.464Z,2017-06-29,Snack,649,35195
2017-06-26T00:14:59.002Z,2017-06-26,Breakfast,255,6290
2017-06-26T00:15:00.353Z,2017-06-26,Snack,384,17946
2017-06-26T00:15:40.329Z,2017-06-26,Snack,727,601
2017-06-26T00:16:21.383Z,2017-06-26,Dinner,279,3867
2017-06-26T00:16:21.729Z,2017-06-26,Lunch,833,18653
2017-06-26T00:17:49.801Z,2017-06-26,Snack,426,6891
2017-06-26T00:19:42.663Z,2017-06-26,Snack,239,25672
2017-06-26T00:20:42.467Z,2017-06-26,Dinner,593,1902
2017-06-26T00:21:12.835Z,2017-06-26,Snack,72,24662
2017-06-26T00:21:20.592Z,2017-06-26,Lunch,193,46719
2017-06-26T00:22:34.812Z,2017-06-26,Breakfast,417,23492
2017-06-26T00:22:57.040Z,2017-06-26,Lunch,952,16581
2017-06-26T00:24:04.024Z,2017-06-26,Snack,111,45652
2017-06-26T00:24:22.892Z,2017-06-26,Snack,86,36296
2017-06-26T00:24:24.800Z,2017-06-26,Breakfast,989,49065
2017-06-26T00:24:27.449Z,2017-06-26,Lunch,344,5646
2017-06-26T00:24:48.508Z,2017-06-26,Lunch,633,38464
2017-06-26T00:25:09.609Z,2017-06-27,Lunch,970,41521
2017-06-26T00:25:38.047Z,2017-06-26,Lunch,552,48896
2017-06-26T00:26:09.549Z,2017-06-26,Breakfast,241,38103
2017-06-26T00:26:19.625Z,2017-06-26,Dinner,586,27305
2017-06-26T00:26:55.229Z,2017-06-26,Snack,595,4912
2017-06-26T00:28:39.435Z,2017-06-26,Lunch,150,48968
2017-06-26T00:29:52.943Z,2017-06-26,Snack,850,11485
2017-06-26T00:32:12.633Z,2017-06-26,Snack,791,8882
2017-06-26T00:32:25.697Z,2017-06-26,Snack,633,32106
2017-06-26T00:33:02.336Z,2017-06-26,Snack,10,20165
2017-06-26T00:33:49.465Z,2017-06-26,Snack,92,1370
2017-06-26T00:33:55.066Z,2017-06-26,Snack,996,32994
2017-06-26T00:34:11.635Z,2017-06-26,Snack,311,41051
2017-06-26T00:34:14.491Z,2017-06-26,Breakfast,927,29399
2017-06-26T00:34:41.472Z,2017-06-27,Breakfast,401,24513
2017-06-26T00:35:00.172Z,2017-06-26,Dinner,709,32734
2017-06-26T00:36:36.621Z,2017-06-26,Dinner,737,941
2017-06-26T00:36:52.366Z,2017-06-25,Dinner,736,5864
2017-06-26T00:37:18.086Z,2017-06-26,Dinner,69,35000
2017-06-26T00:37:36.915Z,2017-06-26,Snack,644,25828
2017-06-26T00:37:40.991Z,2017-06-26,Dinner,764,974
2017-06-26T00:37:50.346Z,2017-06-26,Snack,742,40136
2017-06-26T00:37:54.642Z,2017-06-25,Breakfast,221,859
2017-06-26T00:38:20.967Z,2017-06-26,Lunch,658,45520
2017-06-26T00:38:46.320Z,2017-06-27,Lunch,825,10861
2017-06-26T00:39:26.198Z,2017-06-26,Breakfast,204,31183
2017-06-26T00:39:51.442Z,2017-06-26,Lunch,845,18995
2017-06-26T00:40:26.985Z,2017-06-26,Dinner,717,22787
2017-06-26T00:40:38.953Z,2017-06-26,Dinner,52,35160
2017-06-26T00:40:53.044Z,2017-06-26,Breakfast,466,7389
2017-06-26T00:41:19.448Z,2017-06-26,Breakfast,300,30268
2017-06-26T00:42:02.768Z,2017-06-26,Dinner,61,13075
2017-06-26T00:43:32.511Z,2017-06-26,Breakfast,401,7714
2017-06-26T00:43:47.025Z,2017-06-26,Dinner,775,13125
2017-06-26T00:44:02.265Z,2017-06-26,Snack,323,36326
2017-06-26T00:44:03.179Z,2017-06-26,Dinner,658,32333
2017-06-26T00:44:35.395Z,2017-06-26,Lunch,915,39226
2017-06-26T00:45:31.413Z,2017-06-26,Dinner,343,39322
2017-06-26T00:45:57.324Z,2017-06-26,Dinner,341,6199
2017-06-26T00:46:30.801Z,2017-06-26,Dinner,166,11830
2017-06-26T00:46:33.513Z,2017-06-26,Dinner,239,28013
2017-06-26T00:46:56.060Z,2017-06-26,Snack,950,32082
2017-06-26T00:47:58.481Z,2017-06-26,Dinner,934,43071
2017-06-26T00:48:00.562Z,2017-06-27,Lunch,357,42218
2017-06-26T00:48:33.036Z,2017-06-26,Breakfast,325,46611
2017-06-26T00:48:45.897Z,2017-06-26,Snack,72,33748
2017-06-26T00:49:00.092Z,2017-06-26,Dinner,184,25215
2017-06-26T00:49:20.490Z,2017-06-26,Dinner,989,5439
2017-06-26T00:49:36.814Z,2017-06-26,Dinner,54,17202
2017-06-26T00:49:40.249Z,2017-06-26,Dinner,229,23552
2017-06-26T00:49:40.873Z,2017-06-26,Breakfast,261,41057
2017-06-26T00:49:50.955Z,2017-06-26,Lunch,520,13008
2017-06-26T00:50:43.010Z,2017-06-26,Dinner,28,49084
2017-06-26T00:50:55.481Z,2017-06-26,Snack,369,3374
2017-06-26T00:51:42.783Z,2017-06-26,Lunch,900,39456
2017-06-26T00:52:55.476Z,2017-06-26,Breakfast,165,14091
2017-06-26T00:53:07.993Z,2017-06-26,Snack,504,37877
2017-06-26T00:53:55.943Z,2017-06-26,Snack,529,42177
2017-06-26T00:55:10.645Z,2017-06-27,Breakfast,728,46794
2017-06-26T00:57:09.596Z,2017-06-26,Dinner,575,32815
2017-06-26T00:57:14.928Z,2017-06-26,Lunch,92,33536
2017-06-26T00:58:21.083Z,2017-06-26,Lunch,40,37664
2017-06-26T00:58:28.483Z,2017-06-26,Dinner,572,1598
2017-06-26T00:58:31.681Z,2017-06-26,Lunch,205,39291
2017-06-26T00:58:41.976Z,2017-06-27,Snack,526,35017
2017-06-26T00:58:53.286Z,2017-06-26,Breakfast,770,20967
2017-06-26T00:59:11.880Z,2017-06-26,Dinner,475,40281
2017-06-26T00:59:43.860Z,2017-06-26,Snack,955,41728
2017-06-26T01:00:30.128Z,2017-06-26,Breakfast,529,19300
2017-06-26T01:00:32.228Z,2017-06-26,Breakfast,259,938
2017-06-26T01:00:58.784Z,2017-06-26,Lunch,79,8010
2017-06-26T01:00:59.050Z,2017-06-26,Snack,219,4087
2017-06-26T01:02:03.255Z,2017-06-26,Breakfast,998,47230
2017-06-26T01:02:35.053Z,2017-06-27,Lunch,623,41087
2017-06-26T01:02:57.671Z,2017-06-26,Snack,925,7797
2017-06-26T01:03:07.080Z,2017-06-26,Lunch,238,36199
2017-06-26T01:03:21.292Z,2017-06-26,Lunch,159,23892
2017-06-26T01:04:00.455Z,2017-06-25,Snack,695,25852
2017-06-26T01:04:19.458Z,2017-06-26,Dinner,899,11000
2017-06-26T01:04:20.824Z,2017-06-26,Dinner,980,42537
2017-06-26T01:04:30.868Z,2017-06-26,Snack,116,3642
2017-06-26T01:04:32.037Z,2017-06-27,Lunch,713,49913
2017-06-26T01:04:38.221Z,2017-06-26,Breakfast,846,32629
2017-06-26T01:04:38.792Z,2017-06-25,Breakfast,591,26150
2017-06-26T01:05:14.208Z,2017-06-26,Breakfast,856,44957
2017-06-26T01:05:19.765Z,2017-06-26,Lunch,807,26755
2017-06-26T01:05:46.561Z,2017-06-26,Snack,406,24673
2017-06-26T01:05:56.930Z,2017-06-26,Dinner,910,1515
2017-06-26T01:06:00.138Z,2017-06-26,Breakfast,634,46049
2017-06-26T01:06:03.021Z,2017-06-26,Lunch,84,42655
2017-06-26T01:06:28.087Z,2017-06-26,Breakfast,890,21551
