timestamp,entry_date,entry_meal,user_id,food_id
2017-09-12T00:01:05.668Z,2017-09-12,Breakfast,944,1254
2017-09-12T00:01:36.266Z,2017-09-12,Dinner,406,22088
2017-09-12T00:01:39.927Z,2017-09-13,Lunch,407,32660
2017-09-12T00:03:32.544Z,2017-09-12,Dinner,128,44489
2017-09-12T00:04:18.179Z,2017-09-12,Dinner,418,11437
2017-09-12T00:05:36.915Z,2017-09-12,Breakfast,192,30627
2017-09-12T00:06:12.332Z,2017-09-12,Breakfast,153,17568
2017-09-12T00:06:28.502Z,2017-09-12,Lunch,293,43664
2017-09-12T00:06:41.587Z,2017-09-12,Dinner,31,3470
2017-09-12T00:07:19.116Z,2017-09-12,Dinner,742,23019
2017-09-12T00:07:30.150Z,2017-09-12,Breakfast,407,36429
2017-09-12T00:07:31.268Z,2017-09-12,Breakfast,987,30967
2017-09-12T00:07:40.429Z,2017-09-13,Dinner,629,44778
2017-09-12T00:07:49.616Z,2017-09-11,Lunch,60,27948
2017-09-12T00:08:41.640Z,2017-09-12,Lunch,963,45249
2017-09-12T00:09:06.674Z,2017-09-12,Lunch,551,6529
2017-09-12T00:09:56.887Z,2017-09-13,Dinner,700,1479
2017-09-12T00:10:34.999Z,2017-09-12,Snack,467,46931
2017-09-12T00:10:36.136Z,2017-09-12,Dinner,34,1034
2017-09-12T00:11:04.461Z,2017-09-12,Lunch,235,5903
2017-09-12T00:11:17.065Z,2017-09-12,Dinner,194,42777
2017-09-12T00:11:31.435Z,2017-09-12,Dinner,438,18160
2017-09-12T00:11:46.701Z,2017-09-11,Snack,31,45131
2017-09-12T00:12:16.356Z,2017-09-12,Breakfast,295,32807
2017-09-12T00:13:31.537Z,2017-09-13,Dinner,619,10036
2017-09-12T00:14:10.725Z,2017-09-12,Lunch,104,16478
2017-09-12T00:15:10.504Z,2017-09-12,Breakfast,699,33522
2017-09-12T00:16:19.559Z,2017-09-12,Dinner,952,6264
2017-09-12T00:16:33.990Z,2017-09-12,Snack,317,34923
2017-09-12T00:16:52.789Z,2017-09-12,Lunch,789,36449
2017-09-12T00:16:56.176Z,2017-09-12,Lunch,68,42116
2017-09-12T00:17:29.833Z,2017-09-12,Lunch,491,4313
2017-09-12T00:17:38.150Z,2017-09-12,Dinner,8,18697
2017-09-12T00:18:26.599Z,2017-09-12,Lunch,481,5611
2017-09-12T00:19:22.792Z,2017-09-12,Dinner,612,36982
2017-09-12T00:19:29.208Z,2017-09-12,Dinner,266,48000
2017-09-12T00:20:58.255Z,2017-09-12,Lunch,615,8289
2017-09-12T00:21:20.402Z,2017-09-12,Lunch,311,19917
2017-09-12T00:21:42.580Z,2017-09-12,Dinner,414,45292
2017-09-12T00:23:21.440Z,2017-09-12,Breakfast,598,7699
2017-09-12T00:24:00.780Z,2017-09-12,Lunch,784,39622
2017-09-12T00:24:21.892Z,2017-09-12,Dinner,804,38356
2017-09-12T00:24:23.850Z,2017-09-12,Snack,442,40730
2017-09-12T00:24:27.834Z,2017-09-13,Dinner,423,36671
2017-09-12T00:26:17.125Z,2017-09-12,Lunch,699,6130
2017-09-12T00:26:48.101Z,2017-09-13,Lunch,558,47320
2017-09-12T00:27:57.570Z,2017-09-12,Dinner,282,39223
2017-09-12T00:28:26.564Z,2017-09-12,Snack,590,35976
2017-09-12T00:29:10.011Z,2017-09-12,Lunch,314,7024
2017-09-12T00:29:15.229Z,2017-09-12,Breakfast,83,25495
2017-09-12T00:29:15.279Z,2017-09-12,Lunch,287,19466
2017-09-12T00:29:19.472Z,2017-09-12,Breakfast,70,38529
2017-09-12T00:30:09.221Z,2017-09-12,Lunch,334,44525
2017-09-12T00:30:26.265Z,2017-09-12,Dinner,768,24966
2017-09-12T00:30:35.366Z,2017-09-11,Snack,164,34217
2017-09-12T00:30:41.796Z,2017-09-11,Lunch,961,37825
2017-09-12T00:31:00.387Z,2017-09-12,Snack,831,25736
2017-09-12T00:31:19.296Z,2017-09-12,Lunch,16,35775
2017-09-12T00:31:39.962Z,2017-09-12,Lunch,327,41655
2017-09-12T00:31:42.172Z,2017-09-12,Breakfast,593,29195
2017-09-12T00:32:40.971Z,2017-09-13,Breakfast,582,11409
2017-09-12T00:32:44.854Z,2017-09-13,Dinner,838,1101
2017-09-12T00:34:04.153Z,2017-09-12,Lunch,281,26254
2017-09-12T00:34:37.801Z,2017-09-12,Lunch,632,27182
2017-09-12T00:34:39.451Z,2017-09-13,Dinner,739,22583
2017-09-12T00:34:44.577Z,2017-09-12,Breakfast,710,17654
2017-09-12T00:34:55.102Z,2017-09-12,Lunch,703,19126
2017-09-12T00:35:26.191Z,2017-09-11,Breakfast,627,48544
2017-09-12T00:35:38.094Z,2017-09-12,Breakfast,381,11424
2017-09-12T00:36:31.744Z,2017-09-12,Snack,528,49783
