timestamp,entry_date,entry_meal,user_id,food_id
2017-04-04T00:00:09.988Z,2017-04-04,Dinner,915,42603
2017-04-04T00:00:34.456Z,2017-04-04,Breakfast,199,41366
2017-04-04T00:03:24.706Z,2017-04-04,Lunch,418,24357
2017-04-04T00:05:12.055Z,2017-04-04,Lunch,42,40424
2017-04-04T00:05:25.282Z,2017-04-04,Lunch,19,14901
2017-04-04T00:05:34.108Z,2017-04-04,Breakfast,1000,17844
2017-04-04T00:06:06.577Z,2017-04-04,Snack,835,16140
2017-04-04T00:06:59.540Z,2017-04-05,Dinner,995,42379
2017-04-04T00:07:38.286Z,2017-04-04,Breakfast,142,37483
2017-04-04T00:07:52.253Z,2017-04-05,Snack,440,565
2017-04-04T00:08:05.585Z,2017-04-05,Lunch,969,31820
2017-04-04T00:08:17.475Z,2017-04-04,Snack,559,15732
2017-04-04T00:09:30.185Z,2017-04-04,Dinner,585,9668
2017-04-04T00:10:20.593Z,2017-04-04,Dinner,550,12121
2017-04-04T00:10:42.312Z,2017-04-04,Dinner,195,26392
2017-04-04T00:11:39.735Z,2017-04-04,Dinner,669,12127
2017-04-04T00:11:46.762Z,2017-04-04,Breakfast,278,32536
2017-04-04T00:12:19.592Z,2017-04-04,Snack,767,5726
2017-04-04T00:13:37.462Z,2017-04-03,Dinner,715,32580
2017-04-04T00:14:07.488Z,2017-04-05,Lunch,954,11574
2017-04-04T00:15:15.956Z,2017-04-04,Breakfast,201,43267
2017-04-04T00:15:24.552Z,2017-04-04,Dinner,789,30745
2017-04-04T00:16:07.351Z,2017-04-05,Breakfast,114,22871
2017-04-04T00:16:25.814Z,2017-04-04,Snack,435,38735
2017-04-04T00:16:31.428Z,2017-04-04,Lunch,846,1500
2017-04-04T00:16:40.407Z,2017-04-04,Lunch,389,44719
2017-04-04T00:19:19.482Z,2017-04-03,Snack,347,9159
2017-04-04T00:19:27.111Z,2017-04-04,Dinner,934,22883
2017-04-04T00:20:58.833Z,2017-04-04,Lunch,910,10224
2017-04-04T00:22:04.695Z,2017-04-04,Snack,950,6614
2017-04-04T00:22:14.599Z,2017-04-04,Breakfast,95,12386
2017-04-04T00:22:51.535Z,2017-04-03,Snack,967,2488
2017-04-04T00:22:52.746Z,2017-04-04,Lunch,249,29096
2017-04-04T00:23:09.052Z,2017-04-04,Lunch,40,9080
2017-04-04T00:23:17.003Z,2017-04-04,Lunch,134,39425
2017-04-04T00:23:36.761Z,2017-04-04,Breakfast,462,10059
2017-04-04T00:23:41.121Z,2017-04-04,Snack,301,40544
2017-04-04T00:23:44.519Z,2017-04-03,Dinner,626,8606
2017-04-04T00:25:19.943Z,2017-04-04,Lunch,975,36094
2017-04-04T00:25:30.886Z,2017-04-04,Snack,263,44437
2017-04-04T00:26:49.720Z,2017-04-04,Dinner,948,11256
2017-04-04T00:27:56.490Z,2017-04-04,Snack,803,34023
2017-04-04T00:27:58.769Z,2017-04-04,Dinner,338,16098
2017-04-04T00:28:06.668Z,2017-04-04,Dinner,328,21785
2017-04-04T00:28:19.765Z,2017-04-03,Lunch,239,7410
2017-04-04T00:28:24.332Z,2017-04-04,Breakfast,616,9264
2017-04-04T00:28:44.255Z,2017-04-04,Lunch,920,25093
2017-04-04T00:29:00.081Z,2017-04-04,Lunch,838,13122
2017-04-04T00:31:05.379Z,2017-04-04,Lunch,79,12664
2017-04-04T00:31:12.830Z,2017-04-04,Lunch,552,44578
