timestamp,entry_date,entry_meal,user_id,food_id
2017-06-06T00:00:17.377Z,2017-06-06,Dinner,635,7941
2017-06-06T00:01:29.842Z,2017-06-06,Snack,504,2631
2017-06-06T00:01:45.137Z,2017-06-06,Snack,988,37668
2017-06-06T00:01:52.776Z,2017-06-06,Dinner,262,9488
2017-06-06T00:02:04.137Z,2017-06-06,Snack,864,17222
2017-06-06T00:02:16.056Z,2017-06-06,Breakfast,832,25696
2017-06-06T00:02:39.585Z,2017-06-05,Breakfast,877,23059
2017-06-06T00:02:49.915Z,2017-06-06,Lunch,774,27595
2017-06-06T00:04:39.218Z,2017-06-06,Lunch,92,36200
2017-06-06T00:04:49.503Z,2017-06-06,Breakfast,608,15577
2017-06-06T00:05:11.571Z,2017-06-06,Dinner,992,47656
2017-06-06T00:05:13.281Z,2017-06-06,Snack,395,16142
2017-06-06T00:07:10.239Z,2017-06-06,Dinner,906,22811
2017-06-06T00:07:25.547Z,2017-06-06,Snack,874,11999
2017-06-06T00:07:29.293Z,2017-06-06,Lunch,439,48900
2017-06-06T00:07:39.325Z,2017-06-06,Lunch,755,45576
2017-06-06T00:08:00.111Z,2017-06-06,Dinner,216,34105
2017-06-06T00:08:05.563Z,2017-06-06,Snack,843,19604
2017-06-06T00:08:12.656Z,2017-06-06,Lunch,178,33269
2017-06-06T00:08:26.305Z,2017-06-06,Lunch,558,39939
2017-06-06T00:08:41.375Z,2017-06-05,Lunch,139,49240
2017-06-06T00:09:18.709Z,2017-06-06,Lunch,389,34810
2017-06-06T00:09:24.365Z,2017-06-06,Snack,628,47509
2017-06-06T00:11:17.152Z,2017-06-06,Snack,961,12993
2017-06-06T00:11:45.025Z,2017-06-05,Snack,400,21077
2017-06-06T00:11:46.900Z,2017-06-07,Dinner,360,49456
2017-06-06T00:12:04.666Z,2017-06-06,Dinner,626,40854
2017-06-06T00:12:39.904Z,2017-06-06,Snack,452,44830
2017-06-06T00:13:06.463Z,2017-06-07,Snack,928,14697
2017-06-06T00:13:24.035Z,2017-06-06,Lunch,544,31094
2017-06-06T00:13:29.963Z,2017-06-06,Dinner,559,7911
2017-06-06T00:13:56.007Z,2017-06-06,Breakfast,8,12053
2017-06-06T00:14:07.585Z,2017-06-06,Lunch,369,16343
2017-06-06T00:14:21.781Z,2017-06-06,Lunch,323,34625
2017-06-06T00:14:58.954Z,2017-06-07,Dinner,917,17835
2017-06-06T00:15:18.878Z,2017-06-06,Lunch,658,28677
2017-06-06T00:15:19.661Z,2017-06-06,Lunch,477,43212
2017-06-06T00:15:43.198Z,2017-06-06,Breakfast,220,8463
2017-06-06T00:16:01.427Z,2017-06-06,Breakfast,862,34248
2017-06-06T00:16:35.978Z,2017-06-06,Dinner,718,40162
2017-06-06T00:17:21.777Z,2017-06-06,Breakfast,863,9295
2017-06-06T00:17:26.579Z,2017-06-05,Lunch,953,31365
2017-06-06T00:17:54.972Z,2017-06-06,Lunch,275,48074
2017-06-06T00:18:02.398Z,2017-06-06,Dinner,355,5167
2017-06-06T00:18:17.392Z,2017-06-06,Lunch,17,33066
2017-06-06T00:18:26.929Z,2017-06-06,Dinner,28,13545
2017-06-06T00:20:14.586Z,2017-06-06,Dinner,21,37661
2017-06-06T00:21:29.459Z,2017-06-06,Breakfast,429,16309
2017-06-06T00:21:51.123Z,2017-06-06,Lunch,593,43203
2017-06-06T00:22:32.504Z,2017-06-06,Breakfast,61,23901
2017-06-06T00:23:26.308Z,2017-06-06,Lunch,274,25771
2017-06-06T00:23:35.071Z,2017-06-06,Dinner,623,7795
2017-06-06T00:23:42.638Z,2017-06-06,Lunch,863,36554
2017-06-06T00:23:59.112Z,2017-06-06,Snack,752,14772
2017-06-06T00:24:04.001Z,2017-06-06,Snack,139,44894
2017-06-06T00:24:04.880Z,2017-06-06,Lunch,318,18310
2017-06-06T00:24:43.894Z,2017-06-06,Dinner,947,44155
2017-06-06T00:24:43.945Z,2017-06-06,Breakfast,629,45486
2017-06-06T00:26:10.123Z,2017-06-06,Snack,996,37498
2017-06-06T00:26:31.292Z,2017-06-06,Dinner,240,641
2017-06-06T00:26:52.826Z,2017-06-06,Breakfast,870,28915
2017-06-06T00:28:37.414Z,2017-06-06,Dinner,776,36145
2017-06-06T00:28:46.982Z,2017-06-06,Lunch,317,33
2017-06-06T00:28:48.592Z,2017-06-05,Dinner,374,36868
2017-06-06T00:29:01.775Z,2017-06-06,Dinner,952,10916
2017-06-06T00:29:54.229Z,2017-06-07,Breakfast,125,23202
2017-06-06T00:30:21.955Z,2017-06-06,Lunch,176,3785
2017-06-06T00:30:23.931Z,2017-06-06,Lunch,465,30109
2017-06-06T00:30:29.608Z,2017-06-06,Dinner,346,22831
2017-06-06T00:30:33.966Z,2017-06-05,Breakfast,927,17016
2017-06-06T00:31:06.576Z,2017-06-06,Breakfast,199,6235
2017-06-06T00:31:37.202Z,2017-06-06,Dinner,265,11933
2017-06-06T00:31:38.244Z,2017-06-06,Snack,881,40839
2017-06-06T00:31:52.065Z,2017-06-06,Breakfast,714,3873
2017-06-06T00:32:30.622Z,2017-06-06,Snack,319,45021
2017-06-06T00:32:46.529Z,2017-06-06,Breakfast,25,19558
2017-06-06T00:33:14.261Z,2017-06-06,Breakfast,606,3208
2017-06-06T00:34:02.858Z,2017-06-07,Snack,314,13901
2017-06-06T00:34:35.326Z,2017-06-06,Breakfast,325,47466
2017-06-06T00:34:36.790Z,2017-06-06,Dinner,821,668
2017-06-06T00:34:41.169Z,2017-06-05,Dinner,401,33604
2017-06-06T00:36:38.121Z,2017-06-06,Breakfast,582,41102
2017-06-06T00:36:47.444Z,2017-06-06,Snack,713,9706
2017-06-06T00:37:31.944Z,2017-06-06,Lunch,97,4009
2017-06-06T00:37:41.752Z,2017-06-06,Lunch,650,782
2017-06-06T00:38:46.625Z,2017-06-06,Snack,274,45044
2017-06-06T00:38:52.447Z,2017-06-06,Breakfast,644,42501
2017-06-06T00:39:44.853Z,2017-06-06,Dinner,263,23547
